A27,A24,A42,A41,A26,A22,A13,A16,A46,A15,A23,A39,A19,A35,A6,A45,A12,A25,A18,A38,A11,A14,A7,A1,A51,Bankrupt,Bankruptcy_Probability,Risk_Level
0.0,0.058553,0.0,2.1796,0.24725,0.0,0.038218,0.24725,0.93817,1476.2,0.035854,0.001424,0.035854,0.005553,-0.081304,1.0979,0.26279,0.23449,0.13986,0.46502,0.14257,0.13986,0.13986,0.13986,0.53219,0.0,0.0018333333333333333,Low Risk
0.0,0.074059,0.0,0.13223,0.31739,0.0,0.11108,0.31739,0.88808,1150.0,0.022854,0.008889,0.022854,0.01073,0.0,0.11923,0.090716,0.19564,0.027585,0.57756,0.028281,0.027585,0.027585,0.027585,0.30408,0.0,0.0,
0.35501,0.2,0.034405,0.070754,0.40967,0.039335,0.12672,0.4309,0.70833,847.06,0.018233,0.034405,0.024476,0.039335,0.15531,0.56793,0.083231,0.6531,0.027984,0.6531,0.027984,0.027984,0.027984,0.020846,0.33622,0.0,0.0,
1.0841,0.2088,0.0,0.011822,3.1186,0.0,0.67791,3.1186,1.676,117.04,0.064976,0.0061,0.064976,0.012702,0.0,0.60433,0.35932,0.44329,0.1353,0.54735,0.1353,0.1353,0.1353,0.1353,0.37655,0.0,0.029453921969985072,Low Risk
1.6885,0.080397,0.043471,0.090708,0.26157,0.045072,0.079112,0.28365,1.206,1286.8,0.013932,0.014711,0.020091,0.015253,0.0,0.14436,0.072036,0.093871,0.020831,0.71082,0.047524,0.020831,0.020831,0.014445,0.28918,0.0,0.0492163657861332,Low Risk
414.29,0.2998,0.14098,0.023891,1.269,0.16247,0.18793,1.5134,3.3343,241.17,0.12532,0.13762,0.15566,0.15859,0.0,0.52941,1.3987,0.84332,0.17938,0.85781,0.17978,0.17938,0.17938,0.14441,0.12825,0.0,0.052664695240508,Low Risk
2.1703,0.038024,0.099518,0.38896,0.079767,0.0415,0.17194,0.081737,0.69392,4465.5,0.087039,0.099059,0.091183,0.041309,-0.016245,0.83646,0.14572,0.020051,0.038024,0.73906,0.057146,0.038024,0.038024,0.036296,0.26094,0.0,0.1297944410425401,Low Risk
-0.44819,0.036038,-0.022123,2.1784,0.058476,-0.016539,0.045148,0.058476,0.34445,6241.8,0.011212,0.011192,0.011212,0.008367,-0.012923,0.065023,0.022541,0.34061,0.008382,0.62297,0.045284,0.008382,0.008382,0.008382,0.37186,0.0,0.7551715730187067,High Risk
-0.28301,-0.12461,-0.026725,1.2981,-0.12854,-0.031707,-0.076095,-0.13998,0.44655,-2607.6,-0.11056,0.0,-0.11678,0.0,-0.18574,-1.1003,-0.32525,0.20014,-0.13855,0.57297,-0.026515,-0.13855,-0.13855,-0.13118,0.42598,0.0,0.09249251533769653,Low Risk
1.7026,0.070865,0.024284,0.34006,0.091215,0.02355,0.057166,0.09853,0.57759,3704.4,0.020334,0.14103,0.024578,0.13677,0.00295,0.20026,0.06731,0.36906,0.023835,0.62642,0.037667,0.023835,0.023835,0.019719,0.35411,0.0,0.062067812488709476,Low Risk
-3.294,-0.021405,-0.50604,-0.83189,-0.010327,-0.050257,-0.10277,-0.010327,0.33915,-26329.16,-0.21554,-0.50604,-0.21554,-0.050257,-0.021405,-0.36323,-0.053298,0.007228,-0.021405,0.59389,-0.021405,-0.021405,-0.021405,-0.021405,0.40162,0.0,0.2466171283642227,Low Risk
7.675,0.17374,0.11731,0.044366,0.64226,0.17626,0.16518,0.74378,1.4556,490.74,0.093086,0.11325,0.11563,0.17016,0.0,0.60869,0.63364,0.60403,0.17374,0.7069,0.19671,0.17374,0.17374,0.13986,0.27419,0.0,0.021817144424206965,Low Risk
23.946,0.11389,0.028032,0.04131,0.75457,0.058254,0.085741,0.79603,2.8365,458.52,0.022396,0.022447,0.026862,0.046647,0.0,0.39265,0.30655,0.15141,0.055821,0.77617,0.058254,0.055821,0.055821,0.046541,0.18209,0.0,0.10389896996195873,Low Risk
21.87,0.39655,0.077684,0.058078,0.56456,0.22858,0.092322,0.56456,0.82214,646.52,0.076151,0.077633,0.076151,0.22843,0.0,2.0296,0.83718,0.22407,0.22407,0.71981,0.23452,0.22407,0.22407,0.22407,0.26765,0.0,0.04297152918895192,Low Risk
6.3039,0.097366,0.023626,0.20809,0.1274,0.063339,0.032799,0.14426,0.86969,2530.2,0.01617,0.033364,0.020003,0.089444,-0.10689,0.43059,0.093667,-0.063338,0.053626,0.42368,0.063673,0.053626,0.053626,0.04335,0.57252,0.0,0.16262339058973582,Low Risk
9.4331,0.31585,0.11101,0.091699,0.29133,0.19534,0.11949,0.35024,1.5091,1042.1,0.08638,0.11835,0.10648,0.20826,0.074225,1.4961,0.6984,0.31658,0.18737,0.70169,0.20808,0.18737,0.18737,0.15201,0.26829,0.0,0.01917343123225809,Low Risk
1.546,0.033025,0.034965,0.26881,0.063876,0.069476,0.031277,0.072362,0.5233,5044.1,0.008977,0.032966,0.012644,0.065504,0.0,0.10929,0.064079,0.023085,0.025125,0.60447,0.070063,0.025125,0.025125,0.017837,0.39209,0.0,0.3270009943848224,Medium Risk
0.0,0.18954,0.0,0.10518,0.57512,0.0,0.20018,0.57512,0.61329,634.65,0.089875,0.006216,0.089875,0.01311,0.0,0.62469,0.39368,0.2597,0.18954,0.51853,0.19382,0.18954,0.18954,0.18954,0.48147,0.0,0.016502399734303043,Low Risk
-1.4572,-0.12797,-0.043383,7.337411999999984,-0.07238,-0.10256,-0.023729,-0.066318,0.44589,-5503.7,-0.069661,-0.071595,-0.067492,-0.16926,0.0,-0.57568,-0.25997,0.11715,-0.15956,0.38623,-0.089179,-0.15956,-0.15956,-0.16469,0.61377,0.0,0.39701929556776855,Medium Risk
7.1084,0.17069,0.046628,0.10258,0.28279,0.060841,0.082759,0.31295,1.0078,1166.3,0.035479,0.049511,0.043455,0.064603,0.42688,0.1227,0.16432,0.6461,0.056701,0.65494,0.06526,0.056701,0.056701,0.046293,0.34506,0.0,0.015056067945304945,Low Risk
2.4202,0.010675,0.004847,0.10109,0.30645,0.018158,0.04696,0.31629,1.0126,1154.0,0.001389,0.005648,0.002849,0.021159,-0.036169,0.037487,0.023101,0.17405,0.010675,0.52815,0.018178,0.010675,0.010675,0.005204,0.4621,0.0,0.09244929669109406,Low Risk
0.37235,0.19003,0.035642,0.11483,0.20087,0.11854,0.039257,0.2456,0.95981,1486.2,0.021985,0.035642,0.029134,0.11854,0.14497,0.16413,0.20972,0.46072,0.096898,0.53031,0.096898,0.096898,0.096898,0.073119,0.46204,0.0,0.007894327894327894,Low Risk
-0.5498,-0.014128,-0.01596,0.33146,0.079292,-0.006614,0.066746,0.073616,1.0976,4958.2,-0.035249,-0.006535,-0.040396,-0.002708,-8e-06,0.282825,-0.045123,0.35801,-0.01674,0.62427,-0.00471,-0.01674,-0.01674,-0.014607,0.37098,0.0,0.17888850437521844,Low Risk
17.225,0.12497,0.048239,0.12381,0.22052,0.12923,0.064894,0.26279,1.148,1388.9,0.03621,0.052691,0.046648,0.14115,0.0,1.5524,0.21374,0.31394,0.12497,0.41533,0.13247,0.12497,0.12497,0.097003,0.58467,0.0,0.12148538353301995,Low Risk
-0.47964,0.083721,-0.050206,1.4323,0.035584,-0.051682,0.029994,0.036434,0.73383,10018.0,-0.039809,-0.050206,-0.039109,-0.051682,0.080898,-0.35905,-0.11336,0.15076,-0.040258,0.64308,-0.040258,-0.040258,-0.040258,-0.040979,0.35512,0.0,0.042391661066572946,Low Risk
0.0,0.15516,0.0,0.085515,0.60322,0.0,0.080371,0.60322,3.0282,605.08,0.080371,0.001338,0.080371,0.002477,0.0,6.3963,0.7372,0.15788,0.14879,0.76447,0.15132,0.14879,0.14879,0.14879,0.20183,0.0,0.003664335664335664,Low Risk
8.0521,0.25682,0.13471,0.025142,1.076,0.16524,0.19917,1.2231,1.8956,298.42,0.094036,0.12395,0.11799,0.15203,0.0,0.4419,0.97321,0.73398,0.14473,0.84975,0.16525,0.14473,0.14473,0.11534,0.14871,0.0,0.00837564540468632,Low Risk
0.6611,0.30496,0.061573,0.027446,0.98318,0.13039,0.091971,1.1378,1.7796,320.81,0.04422,0.061573,0.056715,0.13039,0.23634,0.30608,0.70161,0.72167,0.1201,0.72167,0.1201,0.1201,0.1201,0.093639,0.17117,0.0,0.0,
0.0,0.10988,0.0,0.011323,3.0149,0.0,0.7681151999999999,3.0149,1.0252,121.06,0.020173,0.002048,0.020173,0.00545,0.0,0.33231,0.075542,0.23789,0.053675,0.26134,0.13073,0.053675,0.053675,0.053675,0.71053,0.0,0.0017209302325581395,Low Risk
27.88,0.63874,0.11107,0.017179,1.6213,0.37768,0.13781,1.9231,2.338,189.8,0.088203,0.10949,0.10983,0.37234,0.0,7.3001,1.5506,0.74085,0.37347,0.75632,0.38702,0.37347,0.37347,0.29993,0.24086,0.0,0.01705839758669818,Low Risk
7.4626,0.35268,0.22236,0.053115,0.65622,0.33573,0.25705,0.65622,0.84564,556.22,0.23358,0.22245,0.23358,0.33588,0.011275,49.686759999999886,1.174,0.36396,0.35268,0.6996,0.39767,0.35268,0.35268,0.35268,0.3004,0.0,0.038083626314869994,Low Risk
4.3955,0.12658,0.078381,0.17241,0.16125,0.11353,0.088617,0.16125,0.46023,2263.5,0.060745,0.064234,0.060745,0.093041,0.0,0.37377,0.11186,0.20246,0.087987,0.20398,0.11382,0.087987,0.087987,0.087987,0.78662,0.0,0.19773078658119864,Low Risk
-2.1185,0.009905,-0.015797,1.4023,0.044412,-0.005074,0.035661,0.046272,0.33567,7888.1,0.000111,-0.030015,0.001544,-0.009641,0.0,0.00046,0.002167,0.65259,0.000496,0.77107,0.002891,0.000496,0.000496,3.6e-05,0.22879,0.0,0.1636005865863689,Low Risk
52.875,0.55511,0.086055,0.027109,0.98473,0.33131,0.089611,1.2206,2.1364,299.03,0.068077,0.086107,0.085395,0.33151,0.0,8.8513,1.4982,0.62469,0.32876,0.77179,0.33503,0.32876,0.32876,0.26209,0.21944,0.0,0.23001917948496345,Low Risk
1.1269,0.40603,0.10095,0.041143,0.68633,0.19909,0.11764,0.84869,3.1458,430.08,0.085322,0.10095,0.10783,0.19909,0.32337,1.9326,0.7779,0.68228,0.21265,0.68228,0.21265,0.21265,0.21265,0.16827,0.27336,0.0,0.006101958847052471,Low Risk
0.70506,0.33109,0.065898,0.091479,0.33559,0.15891,0.09813,0.33559,0.67235,1087.6,0.058938,0.065898,0.058938,0.15891,0.33109,0.52947,0.20809,0.27983,0.14212,0.30193,0.14212,0.14212,0.14212,0.14212,0.68301,0.0,0.005099563409026325,Low Risk
58.677,0.3702,0.19253,0.009762,3.379,0.37444,0.20648,3.379,4.6613,108.02,0.19035,0.19217,0.19035,0.37373,0.0,1.1943,3.1151,0.83221,0.3702,0.88116,0.37658,0.3702,0.3702,0.3702,0.11884,0.0,0.01493973357797057,Low Risk
0.0,0.099952,0.0,6.0154,0.038042,0.0,0.024337,0.038042,0.73249,9594.6,0.020792,0.001939,0.020792,0.002704,0.0,0.34068,0.036167,0.071813,0.028992,0.11314,0.16548,0.028992,0.028992,0.028992,0.80161,0.0,0.04607638510648798,Low Risk
1.0715,0.37053,0.097895,0.092559,0.29346,0.1144,0.12058,0.34532,0.70399,1057.0,0.076338,0.097895,0.094447,0.1144,0.29883,0.45148,0.295,0.59193,0.11037,0.62585,0.11037,0.11037,0.11037,0.08921,0.37415,0.0,0.0018333333333333333,Low Risk
5.5,0.042776,0.017297,0.30815,0.091591,0.052281,0.025579,0.096328,0.86019,3789.1,0.012894,0.009959,0.014152,0.030101,0.0,0.45556,0.056509,0.16572,0.042776,0.24303,0.052281,0.042776,0.042776,0.038973,0.75697,0.0,0.10702744969370628,Low Risk
4.3067,0.1039,0.014375,0.39133,0.071636,0.057966,0.015862,0.071636,0.83926,5095.2,0.011377,0.014756,0.011377,0.059503,0.0,0.33574,0.056514,0.045875,0.045875,0.18825,0.059334,0.045875,0.045875,0.045875,0.81175,0.0,0.08457971292352723,Low Risk
10.894,0.28323,0.053531,0.071201,0.45082,0.15082,0.087599,0.52349,1.0736,697.24,0.05063,0.056023,0.06279,0.15784,0.084403,1.537,0.37523,0.50801,0.17691,0.52853,0.19076,0.17691,0.17691,0.14265,0.47147,0.0,0.11347055044701822,Low Risk
0.081183,0.39437,0.078529,0.040989,0.82207,0.13982,0.10711,0.82245,1.6063,443.79,0.081133,0.078529,0.081183,0.13982,0.39375,0.53905,0.69944,0.76812,0.14454,0.79334,0.14454,0.14454,0.14454,0.14446,0.20666,0.0,0.0031245847176079736,Low Risk
0.0,-0.006466,0.0,1.5555,0.048393,0.0,0.009835,0.048393,0.84237,7542.4,0.00548,0.034481,0.00548,0.062091,0.0,0.061779,0.040417,0.19775,0.009868,0.63402,0.015296,0.009868,0.009868,0.009868,0.24416,0.0,0.014613491186137764,Low Risk
0.0,0.50151,0.0,2.1609,0.53088,0.0,0.099516,0.53088,1.3388,687.54,0.096624,0.000308,0.096624,0.000764,0.26182,1.5321,0.6705,0.53495,0.23969,0.6024,0.24589,0.23969,0.23969,0.23969,0.35747,0.0,0.0029428409734012454,Low Risk
334.21,0.47711,0.15587,0.040249,0.68116,0.47506,0.15996,0.83168,0.56766,438.87,0.12759,0.15604,0.15654,0.47557,0.0,0.6101,0.81391,0.39843,0.47711,0.4138,0.47854,0.47711,0.47711,0.38888,0.5862,0.0,0.19494907377025944,Low Risk
0.0,0.15635,0.0,0.049439,0.85098,0.0,0.18312,0.85098,0.39789,428.92,0.038034,0.003624,0.038034,0.006274,0.0,0.3643,0.25211,0.30795,0.065854,0.73879,0.082036,0.065854,0.065854,0.065854,0.26121,0.0,0.0033055555555555555,Low Risk
2.5178,1.1257,0.19768,0.025223,1.0033,0.48843,0.19974,1.2485,1.4474,292.35,0.14966,0.19768,0.18889,0.48843,0.8146951999999984,1.3444,1.4365,0.5984,0.46671,0.6688,0.46671,0.46671,0.46671,0.36978,0.32489,0.0,0.011133852679708546,Low Risk
3.6192,0.072897,0.05554,0.17141,0.15887,0.13297,0.0623,0.18956,0.56524,1925.5,0.04384,0.0598,0.053927,0.14317,0.0,0.21431,0.16409,0.20011,0.12911,0.21315,0.16585,0.12911,0.12911,0.10496,0.78685,0.0,0.2591618418904055,Low Risk
0.0,0.16813,0.0,0.085515,0.10468,0.0,0.016038,0.10468,0.19608,3486.9,0.016038,0.005015,0.016038,0.011814,0.13035,0.12732,0.12066,0.60667,0.03778,0.68688,0.051153,0.03778,0.03778,0.03778,0.31312,0.0,0.03627484065890377,Low Risk
4.9509,0.13555,0.04664,0.086734,0.33134,0.07866,0.074084,0.34549,1.1017,1056.5,0.03528,0.035642,0.038314,0.060113,-0.42359,0.3668,0.19342,-0.086488,0.064618,0.64159,0.080506,0.064618,0.064618,0.059501,0.33408,0.0,0.08190946011018879,Low Risk
1.4596,0.42396,0.12761,0.04034,0.71091,0.15674,0.14631,0.8594,2.6561,424.72,0.10989,0.12761,0.13517,0.15674,0.33748,0.6852,0.79786,0.77591,0.16602,0.77693,0.16602,0.16602,0.16602,0.13497,0.20808,0.0,5.463892275234772e-05,Low Risk
-1.4308,-0.076987,-0.031117,0.058271,0.46905,-0.014578,0.096695,0.46905,1.2977,778.17,-0.052349,-0.043916,-0.052349,-0.020574,-0.068501,-0.48886,-0.28716,-0.075747,-0.024525,0.90539,-0.014336,-0.024525,-0.024525,-0.024525,0.085406,0.0,0.054269220187693916,Low Risk
217.82,0.3594,0.12266,0.009102,3.0516,0.166,0.13796,3.6567,11.215,99.816,0.099621,0.10346,0.12245,0.14002,-0.18761,0.52046,4.6267,0.94395,0.16572,0.96086,0.16648,0.16572,0.16572,0.13482,0.035818,0.0,0.38394707418870727,Medium Risk
25.224,0.16524,0.1993,0.072971,0.45643,0.16542,0.25863,0.45643,0.52978,799.69,0.19909,0.2045,0.19909,0.16973,0.14624,0.98394,0.56794,0.31148,0.16524,0.70175,0.1718,0.16524,0.16524,0.16524,0.29095,0.0,0.0392081002883223,Low Risk
0.25276,0.2002,0.024718,0.10095,0.4028,0.031353,0.12144,0.4028,0.5833,906.15,0.04797,0.024718,0.04797,0.031353,0.2002,0.6055,0.28006,0.48719,0.060845,0.65233,0.060845,0.060845,0.060845,0.060845,0.21726,0.0,0.0,
0.38562,0.14837,0.037649,0.048448,0.63866,0.053201,0.098918,0.67869,1.7681,537.8,0.031827,0.037649,0.037662,0.053201,0.14246,0.25888,0.29791,0.6679,0.05322,0.69522,0.05322,0.05322,0.05322,0.044975,0.17864,0.0,0.0,
0.77855,0.11015,0.001778,0.75742,0.22145,0.001683,0.078028,0.22145,0.87935,1648.2,0.0643,0.037363,0.0643,0.035357,0.0,0.24193,0.20316,0.18664,0.060846,0.66657,0.063008,0.060846,0.060846,0.060846,0.29949,0.0,0.028212926072067344,Low Risk
2.5523,0.34388,0.25574,0.041865,0.63244,0.25798,0.33657,0.76988,1.1191,474.1,0.18891,0.25574,0.249,0.25798,0.24474,1.3887,0.58596,0.51015,0.25118,0.52249,0.25118,0.25118,0.25118,0.19056,0.42867,0.0,0.05712455397938728,Low Risk
1.845,0.37745,0.1563,0.010919,3.0862,0.1434,0.26216,3.1104,5.6547,117.35,0.16264,0.1563,0.16467,0.1434,0.37362,2.0153,1.9538,0.90105,0.15108,0.90105,0.15108,0.15108,0.15108,0.14921,0.077328,0.0,0.0016882086167800453,Low Risk
0.061342,0.17809,0.006056,0.52059,0.11496,0.010222,0.049012,0.13134,0.37089,2779.0,0.025388,0.006056,0.031501,0.010222,0.14362,0.36521,0.102,0.29645,0.053178,0.40504,0.053178,0.053178,0.053178,0.042858,0.52134,0.0,0.022207854172854178,Low Risk
-0.99007,-0.081655,-0.109,-2.0545,0.001487,-0.048923,0.010016,0.004911,1.4272,37395.11999999996,-0.073332,-0.109,-0.06635,-0.048923,-0.082454,-0.37592,-0.21054,0.070387,-0.029779,0.84435,-0.029779,-0.029779,-0.029779,-0.032913,0.14144,0.0,0.1204280031583926,Low Risk
1.2049,0.037675,0.003503,3.1246,0.042898,0.006793,0.020399,0.048662,1.1781,7500.7,0.017014,0.000325,0.019431,0.00063,-0.092584,0.95124,0.047056,0.02132,0.037675,0.18719,0.043312,0.037675,0.037675,0.03299,0.80063,0.0,0.11077254922054758,Low Risk
0.31912,-0.11479,0.005229,0.12303,0.20191,0.009768,0.063144,0.21534,0.70927,1695.0,-0.015013,-0.00379,-0.011074,-0.007079,0.0,-0.18402,-0.046264,0.25645,-0.020687,0.5218,0.009921,-0.020687,-0.020687,-0.028045,0.44714,0.0,0.09518120532090078,Low Risk
1.1349,0.25381,0.10088,0.10628,0.26937,0.09225,0.16851,0.3068,0.66197,1189.7,0.078923,0.10088,0.099479,0.09225,0.20123,0.47297,0.25668,0.39959,0.090973,0.54745,0.090973,0.090973,0.090973,0.072175,0.35442,0.0,0.011088785226109212,Low Risk
7.2805,0.18876,0.06851,0.10325,0.24725,0.13915,0.087105,0.29174,0.68508,1251.1,0.04594,0.069456,0.059224,0.14107,0.0,0.50774,0.27785,0.37429,0.12029,0.53825,0.13941,0.12029,0.12029,0.093312,0.43293,0.0,0.06607315359542318,Low Risk
2.9549,0.083408,0.079916,0.13773,0.19167,0.11213,0.079768,0.1926,0.64421,1895.1,0.05906,0.1014,0.059445,0.14228,0.0,0.31773,0.19451,0.33888,0.083408,0.54311,0.12136,0.083408,0.083408,0.082869,0.42881,0.0,0.0877992664211767,Low Risk
0.37421,0.05803,0.036805,0.16203,0.16025,0.033906,0.10759,0.1705,0.53635,2140.8,0.009889,0.036805,0.016355,0.033906,0.046709,0.058513,0.035885,0.4043,0.015066,0.56578,0.015066,0.015066,0.015066,0.00911,0.41985,0.0,0.00909607843137255,Low Risk
0.12782,0.059119,0.012681,0.19241,0.13841,0.018258,0.061957,0.14252,0.48321,2561.1,-0.001427,0.012681,0.000357,0.018258,0.04317,-0.008795,0.000949,0.33427,0.000515,0.41782,0.000515,0.000515,0.000515,-0.002055,0.54235,0.0,0.015272462015109073,Low Risk
-0.093741,0.099369,-0.00946,0.63552,0.027711,-0.016666,0.009431,0.024061,0.63338,15170.0,-0.018875,-0.00946,-0.020306,-0.016666,0.072495,-0.13957,-0.07561,0.30146,-0.035773,0.51884,-0.035773,-0.035773,-0.035773,-0.033253,0.47313,0.0,0.02193754656757468,Low Risk
1.4548,0.50114,0.12979,0.047231,0.54854,0.19645,0.12524,0.67166,1.8923,543.43,0.10228,0.12979,0.12524,0.19645,0.40707,0.90622,0.91847,0.67112,0.18956,0.74696,0.18956,0.18956,0.18956,0.15481,0.20638,0.0,1.8158236057068743e-05,Low Risk
0.0,0.24585,0.0,0.29223,0.49735,0.0,0.17807,0.49735,2.2385,733.89,0.13723,0.008465,0.13723,0.008393,0.0,0.91313,1.1132,0.51416,0.13605,0.77591,0.14378,0.13605,0.13605,0.13605,0.12222,0.0,0.0,
0.32855,0.076055,0.017901,0.23325,0.085829,0.016715,0.06784,0.079721,0.92595,4578.5,-0.030672,0.037153,-0.03587,0.034691,0.011611,-0.44262,-0.074289,0.13115,-0.033493,0.5405,0.017381,-0.033493,-0.033493,-0.028639,0.45084,0.0,0.049017869493005274,Low Risk
0.38544,0.12279,0.03721,0.14289,0.18037,0.065713,0.074153,0.20757,0.61688,1758.5,0.019448,0.03721,0.029166,0.065713,0.095207,0.25137,0.10344,0.34011,0.051507,0.47305,0.051507,0.051507,0.051507,0.034346,0.49796,0.0,0.0024722222222222224,Low Risk
24.187,0.24838,0.048761,0.10014,0.28865,0.16131,0.064639,0.35996,1.0353,1014.0,0.040818,0.05317,0.053623,0.17589,0.0,0.7103,0.31203,0.22423,0.17739,0.42792,0.18406,0.17739,0.17739,0.13503,0.56852,0.0,0.08543775625256665,Low Risk
2.905,0.074081,0.029565,0.16321,0.069775,0.099224,0.034736,0.15798,0.82925,2310.4,0.0,-0.032895,0.019395,-0.1104,0.0,0.0,0.26038,0.26208,0.065091,0.55975,0.099248,0.065091,0.065091,0.0,0.24999,0.0,0.11603395331645495,Low Risk
0.0,0.087359,0.0,0.085515,0.038862,0.0,0.00919,0.038862,0.68951,9392.2,0.00919,0.000517,0.00919,0.002062,-0.14435,0.14649,0.043438,0.04163,0.036654,0.15618,0.051638,0.036654,0.036654,0.036654,0.84382,0.0,0.022210837427953527,Low Risk
4.4965,0.078432,0.070921,0.10321,0.26506,0.11174,0.12624,0.29566,0.7251,1234.5,0.046202,0.064269,0.059264,0.10126,-0.012991,0.60132,0.20557,0.32123,0.093374,0.49436,0.11822,0.093374,0.093374,0.072794,0.45422,0.0,0.08931195260212493,Low Risk
5.9105,0.15402,0.016285,0.45561,0.0,0.047689,0.022056,0.099088,0.86061,3683.6,0.0,0.021178,0.022056,0.062016,0.0,0.0,0.10029,0.34817,0.064588,0.34817,0.072657,0.064588,0.064588,0.0,0.64399,0.0,0.19391862410632243,Low Risk
16.229,0.14803,0.059809,0.058874,0.46311,0.15514,0.079779,0.54736,0.92088,666.83,0.044786,0.05962,0.057067,0.15465,0.079478,0.39514,0.45867,0.19726,0.14803,0.6729,0.15759,0.14803,0.14803,0.11617,0.32274,0.0,0.0976978040686254,Low Risk
34.654,0.45657,0.17173,0.027553,1.1788,0.47006,0.1873,1.1788,1.2058,309.65,0.1668,0.1728,0.1668,0.473,0.0,2.677,1.0497,0.56507,0.45657,0.56507,0.47014,0.45657,0.45657,0.45657,0.43493,0.0,0.03899391536341154,Low Risk
1.0841,0.10199,0.0,0.29899,0.22966,0.0,0.045229,0.22966,0.42945,1589.3,0.023273,0.000512,0.023273,0.002243,0.0,0.20837,0.11817,0.10199,0.10199,0.13696,0.10199,0.10199,0.10199,0.10199,0.86304,0.0,0.16102795761029845,Low Risk
12.782,0.31976,0.13602,0.047647,0.55131,0.21223,0.14208,0.67431,1.0375,541.29,0.10478,0.12462,0.1307,0.19444,-0.004904,0.70325,0.66197,0.15858,0.20392,0.67125,0.22052,0.20392,0.20392,0.16348,0.30804,0.0,0.02358641378151723,Low Risk
14.049,0.32909,0.10252,0.027467,1.0901,0.15181,0.20531,1.2111,0.85593,301.37,0.081576,0.11955,0.1021,0.17703,0.23351,0.55303,0.75433,0.3543,0.15119,0.79957,0.162,0.15119,0.15119,0.1208,0.20043,0.0,0.008420333094776808,Low Risk
3.267,0.084253,0.041192,0.20403,0.13467,0.062886,0.076812,0.1476,0.48299,2473.0,0.026253,0.040073,0.03298,0.061178,-0.000142,0.15965,0.11939,0.19099,0.050349,0.51325,0.069598,0.050349,0.050349,0.040079,0.42174,0.0,0.13613174736230677,Low Risk
-2.5288,-0.38332,-0.06365,-0.28975,-0.17084,-0.19676,-0.076173,-0.17084,0.46149,-2136.5,-0.08853,-0.06142,-0.08853,-0.18986,-0.17074,-0.90731,-0.1997,-0.40861,-0.27367,-0.37827,-0.19586,-0.27367,-0.27367,-0.27367,1.3704,0.0,0.37231802951810206,Medium Risk
3.9018,0.14956,0.10283,0.077361,0.28786,0.19304,0.10441,0.34809,0.1203,1048.6,0.059931,0.10386,0.077998,0.19498,-0.022773,0.91333,0.6021,0.41498,0.14642,0.75681,0.1959,0.14642,0.14642,0.11251,0.24319,0.0,0.17276508118642808,Low Risk
0.53902,0.24023,0.05203,0.043192,0.64314,0.083826,0.12488,0.68479,1.4591,533.01,0.030504,0.05203,0.0381,0.083826,0.19054,0.15404,0.20892,0.69917,0.061383,0.69917,0.061383,0.061383,0.061383,0.049146,0.29382,0.0,0.0,
1.049,0.13089,0.044635,0.15329,0.25337,0.1003,0.09675,0.25305,0.43268,1442.4,0.058369,0.042796,0.058246,0.09617,-0.025627,1.4041,0.21036,0.09121,0.13089,0.37779,0.22651,0.13089,0.13089,0.13117,0.62221,0.0,0.17383077521286094,Low Risk
-1.3006,-0.12418,-0.14912,-0.24544,-0.11365,-0.12148,-0.10169,-0.10952,0.79332,-3332.8,-0.13027,-0.14912,-0.12643,-0.12148,-0.12418,-0.32328,-0.19742,0.21759,-0.103,0.45231,-0.103,-0.103,-0.103,-0.10613,0.52174,0.0,0.3147381435166949,Medium Risk
0.869,0.001407,0.032638,0.38308,0.062472,0.017462,0.089043,0.065082,0.39905,5608.3,-0.000941,0.010099,0.00263,0.005403,0.0,-0.003844,0.002625,0.26746,0.001407,0.443,0.021501,0.001407,0.001407,-0.000504,0.53618,0.0,0.2657872398797605,Low Risk
1.0841,0.16784,0.0,0.085515,0.064549,0.0,0.018515,0.064549,0.12449,5654.7,0.018515,5.2e-05,0.018515,0.000135,0.0,0.063317,0.064549,0.22485,0.048105,0.25474,0.048105,0.048105,0.048105,0.048105,0.74526,0.0,0.22056012801023847,Low Risk
2.0554,0.056973,0.078261,0.14875,0.16998,0.098038,0.09714,0.17138,0.51734,2129.8,0.04759,0.068283,0.048382,0.085539,-0.11893,0.54875,0.13649,-0.059312,0.060608,0.5371,0.10831,0.060608,0.060608,0.059616,0.44406,0.0,0.19295978298739627,Low Risk
-160.2316,-1.019492,-0.055933,0.0,0.2217049999999999,-0.4770488,-0.048488,0.245845,1.02665,0.0,-0.066276,-0.000726,-0.048905,-0.5391148,0.0,-0.26432,0.17239,0.9444935999999998,-0.572802,0.9843184,-0.5104,-0.572802,-0.572802,-0.5767864,0.01154008,0.0,0.37194143107839306,Medium Risk
-160.2316,-1.019492,-0.055933,0.0,0.2217049999999999,-0.4770488,-0.048488,0.245845,1.02665,0.0,-0.066276,-0.000726,-0.048905,-0.5391148,0.0,-0.26432,0.17239,0.9444935999999998,-0.572802,0.9843184,-0.5104,-0.572802,-0.572802,-0.5767864,0.01154008,0.0,0.37194143107839306,Medium Risk
4.7925,0.15544,0.073927,0.15894,0.19249,0.099026,0.089029,0.17886,1.2484,2040.7,0.065352,0.07762,0.058567,0.10397,0.0,0.62305,0.31384,0.24427,0.078451,0.70217,0.099114,0.078451,0.078451,0.087539,0.24997,0.0,0.05715375294756104,Low Risk
